Title,Year,Runtime,Director,Genres,Rate,Votes
A Historia do Mundo - Parte I,1981,92 min,Mel Brooks,"Comedy, History",6.9,43854.0
Joe,I 2013,117 min,David Gordon Green,"Crime, Drama",6.9,43853.0
O Mensageiro,2014,112 min,Michael Cuesta,"Biography, Crime, Drama",6.9,42520.0
Jogada Decisiva,1998,136 min,Spike Lee,"Drama, Sport",6.9,42166.0
Ja Nao Me Sinto em Casa Nesse Mundo,2017,93 min,Macon Blair,"Comedy, Crime, Drama",6.9,41933.0
O Voo do Navegador,1986,90 min,Randal Kleiser,"Adventure, Comedy, Family",6.9,41900.0
Inimigo Meu,1985,108 min,Wolfgang Petersen,"Action, Adventure, Drama",6.9,41444.0
Refem da Paixao,2013,111 min,Jason Reitman,"Drama, Romance",6.9,40416.0
Confiar,I 2010,106 min,David Schwimmer,"Crime, Drama, Thriller",6.9,40026.0
A Incrivel Jornada,1993,84 min,Duwayne Dunham,"Adventure, Comedy, Drama",6.9,39964.0
Oeste Sem Lei,2015,84 min,John Maclean,"Action, Adventure, Western",6.9,39858.0
Creepshow: Arrepio do Medo,1982,120 min,George A. Romero,"Comedy, Fantasy, Horror",6.9,39634.0
"Rob Roy, a Saga de uma Paixao",1995,139 min,Michael Caton-Jones,"Adventure, Biography, Drama",6.9,39163.0
A Sombra do Vampiro,2000,92 min,E. Elias Merhige,"Drama, Horror",6.9,38856.0
O Calhambeque Magico,1968,144 min,Ken Hughes,"Adventure, Family, Fantasy",6.9,38730.0
Furia de Titas,1981,118 min,Desmond Davis,"Action, Adventure, Family",6.9,38680.0
Anonimo,I 2011,130 min,Roland Emmerich,"Drama, Thriller",6.9,38444.0
Marcados Pela Guerra,2014,117 min,Peter Sattler,"Drama, War",6.9,37631.0
O Destemido Senhor da Guerra,1986,130 min,Clint Eastwood,"Drama, War",6.9,37478.0
Meu Nome e Radio,2003,109 min,Michael Tollin,"Biography, Drama, Sport",6.9,37070.0
A Noite dos Mortos-Vivos,1990,92 min,Tom Savini,Horror,6.9,36945.0
Inferno na Torre,1974,165 min,John Guillermin,"Action, Drama, Thriller",6.9,36879.0
Amigos para Sempre,2017,126 min,Neil Burger,"Comedy, Drama",6.9,36789.0
O Que te Faz Mais Forte,I 2017,119 min,David Gordon Green,"Biography, Drama",6.9,36486.0
O Melhor Pai do Mundo,I 2009,99 min,Bobcat Goldthwait,"Comedy, Drama",6.9,36101.0
Bernardo e Bianca na Terra dos Cangurus,1990,77 min,Hendel Butoy,"Animation, Adventure, Crime",6.9,35654.0
As Sufragistas,2015,106 min,Sarah Gavron,"Biography, Drama, History",6.9,35628.0
Acima de Qualquer Suspeita,1990,127 min,Alan J. Pakula,"Mystery, Thriller",6.9,35526.0
Uma Noite de Aventuras,1987,102 min,Chris Columbus,"Adventure, Comedy, Crime",6.9,35280.0
Os Meyerowitz: Familia Nao Se Escolhe,2017,112 min,Noah Baumbach,"Comedy, Drama",6.9,34950.0
Lembrancas de um Verao,2001,101 min,Scott Hicks,"Drama, Mystery",6.9,34792.0
"Detroit, a Cidade do Rock",1999,95 min,Adam Rifkin,"Comedy, Music",6.9,34160.0
O Experimento de Aprisionamento de Stanford,2015,122 min,Kyle Patrick Alvarez,"Biography, Drama, History",6.9,34091.0
Os 33,2015,127 min,Patricia Riggen,"Biography, Drama, History",6.9,33508.0
Bully - Juventude Violenta,2001,108 min,Larry Clark,"Biography, Crime, Drama",6.9,33396.0
O Rei da Baixaria,1997,109 min,Betty Thomas,"Biography, Comedy, Drama",6.9,32752.0
Repo Man: A Onda Punk,1984,92 min,Alex Cox,"Action, Comedy, Crime",6.9,31718.0
A Estranha Familia de Igby,2002,98 min,Burr Steers,"Comedy, Drama",6.9,31307.0
Che 2: A Guerrilha,2008,135 min,Steven Soderbergh,"Biography, Drama, History",6.9,31184.0
Desafio do Destino,2002,127 min,John Lee Hancock,"Drama, Family, Sport",6.9,30751.0
Viagens Alucinantes,1980,102 min,Ken Russell,"Horror, Sci-Fi, Thriller",6.9,30320.0
Alan Partridge: Alpha Papa,2013,90 min,Declan Lowney,"Action, Comedy, Crime",6.9,28645.0
Sombras de Goya,2006,113 min,Milos Forman,"Biography, Drama, History",6.9,28492.0
Love Story: Uma Historia de Amor,1970,100 min,Arthur Hiller,"Drama, Romance",6.9,28152.0
O Diario de uma Adolescente,2015,102 min,Marielle Heller,"Comedy, Drama, Romance",6.9,27964.0
Miss Potter,2006,88 min,Chris Noonan,"Biography, Drama",6.9,27103.0
Conspiracao Americana,2010,122 min,Robert Redford,"Crime, Drama, History",6.9,26797.0
La Bamba,1987,108 min,Luis Valdez,"Biography, Drama, Music",6.9,26333.0
Memphis Belle - A Fortaleza Voadora,1990,107 min,Michael Caton-Jones,"Action, Drama, War",6.9,25774.0
Boy Erased: Uma Verdade Anulada,2018,115 min,Joel Edgerton,"Biography, Drama",6.9,25278.0
Maze Runner: Correr ou Morrer,2014,113 min,Wes Ball,"Action, Mystery, Sci-Fi",6.8,397791.0
007 Contra Spectre,I 2015,148 min,Sam Mendes,"Action, Adventure, Thriller",6.8,364355.0
Velozes & Furiosos,2001,106 min,Rob Cohen,"Action, Adventure, Crime",6.8,330242.0
MIB: Homens de Preto III,2012,106 min,Barry Sonnenfeld,"Action, Adventure, Comedy",6.8,321565.0
Sim Senhor,2008,104 min,Peyton Reed,"Comedy, Romance",6.8,319189.0
Como se Fosse a Primeira Vez,2004,99 min,Peter Segal,"Comedy, Drama, Romance",6.8,311969.0
Tron: O Legado,2010,125 min,Joseph Kosinski,"Action, Adventure, Sci-Fi",6.8,302844.0
Hellboy,2004,122 min,Guillermo del Toro,"Action, Fantasy, Horror",6.8,297427.0
A Ilha,2005,136 min,Michael Bay,"Action, Sci-Fi, Thriller",6.8,292524.0
A Lenda do Tesouro Perdido,2004,131 min,Jon Turteltaub,"Action, Adventure, Mystery",6.8,291889.0
Carga Explosiva,2002,92 min,Louis Leterrier,"Action, Crime, Thriller",6.8,275408.0
Sobrenatural,I 2010,103 min,James Wan,"Horror, Mystery, Thriller",6.8,263536.0
Missao Madrinha de Casamento,I 2011,125 min,Paul Feig,"Comedy, Romance",6.8,256378.0
1408,2007,104 min,Mikael Håfström,"Fantasy, Horror, Mystery",6.8,246962.0
O Quarto do Panico,2002,112 min,David Fincher,"Crime, Drama, Thriller",6.8,244370.0
A Era do Gelo 2,2006,91 min,Carlos Saldanha,"Animation, Adventure, Comedy",6.8,243405.0
Hannibal,2001,131 min,Ridley Scott,"Crime, Drama, Thriller",6.8,242656.0
Desconhecido,I 2011,113 min,Jaume Collet-Serra,"Action, Mystery, Thriller",6.8,239671.0
A Perseguicao,2011,117 min,Joe Carnahan,"Action, Adventure, Drama",6.8,233194.0
Warcraft: O Primeiro Encontro de Dois Mundos,2016,123 min,Duncan Jones,"Action, Adventure, Fantasy",6.8,232536.0
"Hook, a Volta do Capitao Gancho",1991,142 min,Steven Spielberg,"Adventure, Comedy, Family",6.8,221496.0
Quebrando a Banca,2008,123 min,Robert Luketic,"Crime, Drama, History",6.8,219594.0
Chappie,2015,120 min,Neill Blomkamp,"Action, Crime, Drama",6.8,219465.0
"Faca o Que eu Digo, Nao Faca o Que eu Faco",2008,99 min,David Wain,Comedy,6.8,214501.0
Paranoia,2007,105 min,D.J. Caruso,"Crime, Drama, Mystery",6.8,211373.0
A Entidade,I 2012,110 min,Scott Derrickson,"Horror, Mystery, Thriller",6.8,205928.0
Corrente do Mal,2014,100 min,David Robert Mitchell,"Horror, Mystery, Thriller",6.8,193845.0
Desventuras em Serie,2004,108 min,Brad Silberling,"Adventure, Comedy, Family",6.8,188635.0
Hanna,2011,111 min,Joe Wright,"Action, Drama, Thriller",6.8,182903.0
O Babadook,2014,94 min,Jennifer Kent,"Drama, Horror",6.8,182067.0
O Guia do Mochileiro das Galaxias,2005,109 min,Garth Jennings,"Adventure, Comedy, Sci-Fi",6.8,180819.0
Bolt: Supercao,2008,96 min,Byron Howard,"Animation, Adventure, Comedy",6.8,180292.0
Para Sempre,2012,104 min,Michael Sucsy,"Drama, Romance",6.8,177410.0
Incontrolavel,2010,98 min,Tony Scott,"Action, Thriller",6.8,177290.0
Segundas Intencoes,1999,97 min,Roger Kumble,"Drama, Romance",6.8,172607.0
As Patricinhas de Beverly Hills,1995,97 min,Amy Heckerling,"Comedy, Romance",6.8,164088.0
Rocky III: O Desafio Supremo,1982,99 min,Sylvester Stallone,"Drama, Sport",6.8,163812.0
A Arvore da Vida,2011,139 min,Terrence Malick,"Drama, Fantasy",6.8,160527.0
Madagascar 3: Os Procurados,2012,93 min,Eric Darnell,"Animation, Adventure, Comedy",6.8,153285.0
Sintonia de Amor,1993,105 min,Nora Ephron,"Comedy, Drama, Romance",6.8,150072.0
Ferias Frustradas de Verao,2009,107 min,Greg Mottola,"Comedy, Drama, Romance",6.8,148753.0
O Imperio (do Besteirol) Contra-Ataca,2001,104 min,Kevin Smith,Comedy,6.8,144511.0
Do Inferno,2001,122 min,Albert Hughes,"Horror, Mystery, Thriller",6.8,142004.0
O Mundo Imaginario do Doutor Parnassus,2009,123 min,Terry Gilliam,"Adventure, Comedy, Fantasy",6.8,140750.0
A Casa do Lago,2006,99 min,Alejandro Agresti,"Drama, Fantasy, Romance",6.8,133546.0
Afinado no Amor,1998,97 min,Frank Coraci,"Comedy, Music, Romance",6.8,128380.0
Quatro Irmaos,2005,109 min,John Singleton,"Action, Crime, Drama",6.8,128094.0
Zona Verde,2010,115 min,Paul Greengrass,"Action, Drama, Thriller",6.8,124942.0
Horton e o Mundo dos Quem!,2008,86 min,Jimmy Hayward,"Animation, Adventure, Comedy",6.8,124438.0
Bumblebee,I 2018,114 min,Travis Knight,"Action, Adventure, Sci-Fi",6.8,117508.0
A Cartada Final,2001,124 min,Frank Oz,"Crime, Drama, Thriller",6.8,115767.0
Retratos de uma Obsessao,2002,96 min,Mark Romanek,"Drama, Thriller",6.8,110275.0
A Firma,1993,154 min,Sydney Pollack,"Drama, Mystery, Thriller",6.8,110261.0
Tron: Uma Odisseia Eletronica,1982,96 min,Steven Lisberger,"Action, Adventure, Sci-Fi",6.8,108719.0
Um Pequeno Favor,2018,117 min,Paul Feig,"Comedy, Crime, Drama",6.8,105533.0
Os Reis da Rua,2008,109 min,David Ayer,"Action, Crime, Drama",6.8,104423.0
Tudo por Justica,2013,116 min,Scott Cooper,"Action, Crime, Drama",6.8,101549.0
Um Homem de Familia,2000,125 min,Brett Ratner,"Comedy, Drama, Fantasy",6.8,99476.0
Segredos de Sangue,2013,99 min,Chan-wook Park,"Drama, Thriller",6.8,99472.0
"Patch Adams, o Amor e Contagioso",1998,115 min,Tom Shadyac,"Biography, Comedy, Drama",6.8,98640.0
Tenacious D - Uma Dupla Infernal,2006,93 min,Liam Lynch,"Adventure, Comedy, Music",6.8,98525.0
Exame,2009,101 min,Stuart Hazeldine,"Mystery, Thriller",6.8,98503.0
Os Fantasmas de Scrooge,2009,96 min,Robert Zemeckis,"Animation, Drama, Family",6.8,96079.0
Top Gang! Ases Muito Loucos,1991,84 min,Jim Abrahams,"Action, Comedy",6.8,94413.0
Superman II: A Aventura Continua,1980,127 min,Richard Lester,"Action, Adventure, Sci-Fi",6.8,93688.0
Grande Hotel,1995,98 min,Allison Anders,Comedy,6.8,93667.0
Com 007 Viva e Deixe Morrer,1973,121 min,Guy Hamilton,"Action, Adventure, Thriller",6.8,90617.0
Irmao Urso,2003,85 min,Aaron Blaise,"Animation, Adventure, Comedy",6.8,90495.0
Ali,2001,157 min,Michael Mann,"Biography, Drama, Sport",6.8,89682.0
eXistenZ,1999,97 min,David Cronenberg,"Horror, Sci-Fi, Thriller",6.8,89653.0
007 Contra o Homem com a Pistola de Ouro,1974,125 min,Guy Hamilton,"Action, Adventure, Thriller",6.8,89523.0
Rejeitados pelo Diabo,2005,107 min,Rob Zombie,Horror,6.8,89462.0
Abracadabra,1993,96 min,Kenny Ortega,"Comedy, Family, Fantasy",6.8,88791.0
Voce Nunca Esteve Realmente Aqui,2017,89 min,Lynne Ramsay,"Crime, Drama, Mystery",6.8,86414.0
007 - Somente Para Seus Olhos,1981,127 min,John Glen,"Action, Adventure, Thriller",6.8,86384.0
A Hora do Rango,I 2005,94 min,Rob McKittrick,Comedy,6.8,85633.0
A Autopsia,2016,86 min,André Øvredal,"Horror, Mystery, Thriller",6.8,85153.0
Beleza Oculta,2016,97 min,David Frankel,"Drama, Romance",6.8,83816.0
"Thomas Crown, a Arte do Crime",1999,113 min,John McTiernan,"Crime, Romance, Thriller",6.8,83371.0
A Familia do Futuro,2007,95 min,Stephen J. Anderson,"Animation, Adventure, Comedy",6.8,82648.0
Os Donos da Noite,2007,117 min,James Gray,"Crime, Drama, Thriller",6.8,81954.0
Os Brutamontes,2011,92 min,Michael Dowse,"Comedy, Drama, Sport",6.8,81151.0
As Tartarugas Ninja,1990,93 min,Steve Barron,"Action, Adventure, Comedy",6.8,80857.0
Contos do Dia das Bruxas,2008,82 min,Michael Dougherty,"Comedy, Horror",6.8,76765.0
Negocio Arriscado,1983,99 min,Paul Brickman,"Comedy, Crime, Drama",6.8,76065.0
Zumbilandia: Atire Duas Vezes,2019,99 min,Ruben Fleischer,"Action, Comedy, Horror",6.8,74979.0
Horas de Desespero,I 2015,103 min,John Erick Dowdle,"Action, Thriller",6.8,73043.0
Sem Saida,2008,91 min,James Watkins,"Horror, Thriller",6.8,72513.0
A Passagem,I 2005,99 min,Marc Forster,"Drama, Mystery, Thriller",6.8,71625.0
O Grande Dragao Branco,1988,92 min,Newt Arnold,"Action, Biography, Drama",6.8,71599.0
Homens Brancos Nao Sabem Enterrar,1992,115 min,Ron Shelton,"Comedy, Drama, Sport",6.8,71171.0
A Garota de Rosa-Shocking,1986,97 min,Howard Deutch,"Comedy, Drama, Romance",6.8,70038.0
Despertar de um Pesadelo,1996,121 min,Renny Harlin,"Action, Crime, Drama",6.8,69735.0
Hitchcock,2012,98 min,Sacha Gervasi,"Biography, Drama, Romance",6.8,69679.0
O Homem Mais Procurado,2014,122 min,Anton Corbijn,"Crime, Drama, Thriller",6.8,69459.0
Trabalho Sujo,2008,91 min,Christine Jeffs,"Comedy, Drama",6.8,67999.0
O Homem de Gelo,2012,106 min,Ariel Vromen,"Biography, Crime, Drama",6.8,67323.0
O Retorno de Mary Poppins,2018,130 min,Rob Marshall,"Comedy, Family, Fantasy",6.8,67026.0
Sentenca de Morte,2007,105 min,James Wan,"Action, Crime, Drama",6.8,67017.0
Os Embalos de Sabado a Noite,1977,118 min,John Badham,"Drama, Music",6.8,66573.0
Sera Que?,I 2013,98 min,Michael Dowse,"Comedy, Romance",6.8,66404.0
Todo o Dinheiro do Mundo,2017,132 min,Ridley Scott,"Biography, Crime, Drama",6.8,66211.0
Alta Tensao,2003,91 min,Alexandre Aja,Horror,6.8,64679.0
A Vida e Dura: A Historia de Dewey Cox,2007,96 min,Jake Kasdan,"Comedy, Music",6.8,64014.0
Elizabeth: A Era de Ouro,2007,114 min,Shekhar Kapur,"Biography, Drama, History",6.8,63984.0
A Primeira Vez,I 2012,95 min,Jonathan Kasdan,"Comedy, Drama, Romance",6.8,63875.0
Peter Pan,2003,113 min,P.J. Hogan,"Adventure, Family, Fantasy",6.8,63364.0
A Grande Mentira,I 2010,113 min,John Madden,"Drama, Thriller",6.8,62253.0
Redencao,2011,129 min,Marc Forster,"Action, Biography, Crime",6.8,61152.0
Vivendo no Limite,1999,121 min,Martin Scorsese,"Drama, Thriller",6.8,60650.0
Amor Impossivel,2011,107 min,Lasse Hallström,"Comedy, Drama, Romance",6.8,60056.0
A Bruma Assassina,1980,89 min,John Carpenter,"Horror, Thriller",6.8,59646.0
As Aventuras de Peabody & Sherman,2014,92 min,Rob Minkoff,"Animation, Adventure, Comedy",6.8,59097.0
I Am Mother,2019,113 min,Grant Sputore,"Drama, Horror, Sci-Fi",6.8,58924.0
Lado a Lado,1998,125 min,Chris Columbus,"Comedy, Drama",6.8,57564.0
Curvas da Vida,2012,111 min,Robert Lorenz,"Drama, Sport",6.8,57559.0
Bernie: Quase um Anjo,2011,99 min,Richard Linklater,"Biography, Comedy, Crime",6.8,54846.0
A Sombra e a Escuridao,1996,110 min,Stephen Hopkins,"Adventure, Drama, Thriller",6.8,53965.0
Caes de Caca,2002,105 min,Neil Marshall,"Action, Horror, Thriller",6.8,52958.0
O Suspeito,2007,122 min,Gavin Hood,"Drama, Thriller",6.8,52938.0
Cegonhas,2016,87 min,Nicholas Stoller,"Animation, Adventure, Comedy",6.8,52530.0
Os Boxtrolls,2014,96 min,Graham Annable,"Animation, Adventure, Comedy",6.8,52215.0
Sombras da Vida,2017,92 min,David Lowery,"Drama, Fantasy, Romance",6.8,51565.0
Viagem Insolita,1987,120 min,Joe Dante,"Action, Adventure, Comedy",6.8,51423.0
A Promessa,I 2001,124 min,Sean Penn,"Crime, Drama, Mystery",6.8,51252.0
A Grande Escolha,I 2014,110 min,Ivan Reitman,"Drama, Sport",6.8,50441.0
Beavis e Butt-head Detonam a America,1996,81 min,Mike Judge,"Animation, Adventure, Comedy",6.8,49611.0
Suspiria: A Danca do Medo,I 2018,152 min,Luca Guadagnino,"Fantasy, Horror, Mystery",6.8,49540.0
Tristao & Isolda,2006,125 min,Kevin Reynolds,"Action, Drama, Romance",6.8,49412.0
Meu Querido Presidente,1995,114 min,Rob Reiner,"Comedy, Drama, Romance",6.8,49383.0
Fuga no Seculo 23,1976,119 min,Michael Anderson,"Action, Sci-Fi",6.8,49169.0
Uma Secretaria de Futuro,1988,113 min,Mike Nichols,"Comedy, Drama, Romance",6.8,49131.0
Veronica Mars: O Filme,2014,107 min,Rob Thomas,"Crime, Drama, Mystery",6.8,48762.0
Refugio do Medo,2014,112 min,Brad Anderson,"Drama, Horror, Thriller",6.8,48051.0
2010: O Ano em que Faremos Contato,1984,116 min,Peter Hyams,"Adventure, Mystery, Sci-Fi",6.8,47780.0
Antes do Adeus,I 2014,95 min,Chris Evans,"Comedy, Drama, Romance",6.8,47748.0
Reviravolta,1997,125 min,Oliver Stone,"Crime, Drama, Thriller",6.8,47605.0
O Sistema,2013,116 min,Zal Batmanglij,"Adventure, Drama, Thriller",6.8,47465.0
Florence: Quem e Essa Mulher?,2016,111 min,Stephen Frears,"Biography, Comedy, Drama",6.8,47411.0
Vigaristas,2008,114 min,Rian Johnson,"Action, Adventure, Comedy",6.8,47341.0
"Dave, Presidente por um Dia",1993,110 min,Ivan Reitman,"Comedy, Romance",6.8,46881.0
A Casa que Jack Construiu,2018,152 min,Lars von Trier,"Crime, Drama, Horror",6.8,46677.0
(Des)encontro Perfeito,I 2015,88 min,Ben Palmer,"Comedy, Drama, Romance",6.8,46204.0
A Guerra dos Roses,1989,116 min,Danny DeVito,"Comedy, Romance",6.8,45799.0
O Estranho Thomas,2013,97 min,Stephen Sommers,"Comedy, Fantasy, Horror",6.8,44986.0
Jogo de Poder,I 2010,108 min,Doug Liman,"Biography, Drama, Thriller",6.8,44757.0
Scanners: Sua Mente Pode Destruir,1981,103 min,David Cronenberg,"Horror, Sci-Fi, Thriller",6.8,44715.0
Ate que a Fuga os Separe,I 1999,108 min,Ted Demme,"Comedy, Crime, Drama",6.8,42929.0
Pateta: O Filme,1995,78 min,Kevin Lima,"Animation, Adventure, Comedy",6.8,42625.0
Um Sonho sem Limites,1995,106 min,Gus Van Sant,"Comedy, Crime, Drama",6.8,41465.0
Possuida,2000,108 min,John Fawcett,"Drama, Fantasy, Horror",6.8,39585.0
Sem Medo da Morte,1976,96 min,James Fargo,"Action, Crime, Thriller",6.8,39154.0
Raees,2017,143 min,Rahul Dholakia,"Action, Crime, Drama",6.8,37994.0
Irmaos Desastre,2014,93 min,Craig Johnson,"Comedy, Drama, Romance",6.8,37908.0
Meu Eterno Talvez,2019,101 min,Nahnatchka Khan,"Comedy, Romance",6.8,37703.0
"Tudo o que Voce Sempre quis Saber Sobre Sexo, mas Tinha Medo de Perguntar",1972,88 min,Woody Allen,Comedy,6.8,36634.0
O Ultimo Guerreiro das Estrelas,1984,101 min,Nick Castle,"Action, Adventure, Sci-Fi",6.8,36324.0
Skinheads - A Forca Branca,1992,94 min,Geoffrey Wright,"Crime, Drama",6.8,36169.0
Vitimas de uma Paixao,1989,113 min,Harold Becker,"Crime, Drama, Mystery",6.8,35927.0
Spun - Sem Limites,2002,101 min,Jonas Åkerlund,"Comedy, Crime, Drama",6.8,35858.0
Intermediario.com,2009,105 min,George Gallo,"Comedy, Crime, Drama",6.8,35673.0
A Invasora,2007,82 min,Alexandre Bustillo,Horror,6.8,35491.0
Quem Sou Eu?,1998,120 min,Benny Chan,"Action, Adventure, Comedy",6.8,34906.0
Terror a Bordo,1989,96 min,Phillip Noyce,"Horror, Thriller",6.8,34863.0
Defendor,2009,101 min,Peter Stebbings,"Comedy, Crime, Drama",6.8,34663.0
Matador em Perigo,2010,98 min,Jonathan Lynn,"Action, Comedy, Crime",6.8,34501.0
Spider - Desafie Sua Mente,2002,98 min,David Cronenberg,"Drama, Mystery, Thriller",6.8,34306.0
Arctic,2018,98 min,Joe Penna,"Adventure, Drama",6.8,34281.0
Todos os Caes Merecem o Ceu,1989,84 min,Don Bluth,"Animation, Comedy, Drama",6.8,33969.0
As Bruxas de Salem,1996,124 min,Nicholas Hytner,"Drama, History",6.8,33848.0
Convencao das Bruxas,1990,91 min,Nicolas Roeg,"Adventure, Comedy, Family",6.8,33830.0
Ligados pelo Crime,2007,95 min,Jieho Lee,"Crime, Drama, Thriller",6.8,33042.0
Julho Sangrento,2014,109 min,Jim Mickle,"Crime, Thriller",6.8,32903.0
De Bico Calado,2005,99 min,Niall Johnson,"Comedy, Crime",6.8,32078.0
Jersey Boys: Em Busca da Musica,2014,134 min,Clint Eastwood,"Biography, Drama, Music",6.8,31318.0
Onde Mora o Coracao,2000,120 min,Matt Williams,"Comedy, Drama, Romance",6.8,30791.0
Namorada de Aluguel,1987,94 min,Steve Rash,"Comedy, Drama, Romance",6.8,30540.0
Housebound,2014,107 min,Gerard Johnstone,"Comedy, Horror, Mystery",6.8,30491.0
Oliver Twist,2005,130 min,Roman Polanski,"Crime, Drama",6.8,29863.0
Fantasma,1979,89 min,Don Coscarelli,"Horror, Sci-Fi",6.8,29752.0
Cypher,2002,95 min,Vincenzo Natali,"Mystery, Sci-Fi, Thriller",6.8,29425.0
2 Dias em Paris,2007,96 min,Julie Delpy,"Comedy, Drama, Romance",6.8,29388.0
Grande Coisa,2006,86 min,Jean-Baptiste Andrea,"Comedy, Crime, Thriller",6.8,28826.0
Tudo Acontece em Nova York,2010,100 min,Josh Radnor,"Comedy, Drama, Romance",6.8,28603.0
Os Idiotas,1998,117 min,Lars von Trier,"Comedy, Drama",6.8,28522.0
Victoria e Abdul: O Confidente da Rainha,2017,111 min,Stephen Frears,"Biography, Drama, History",6.8,28455.0
Imagine Eu & Voce,2005,90 min,Ol Parker,"Comedy, Drama, Romance",6.8,28366.0
The Football Factory,2004,91 min,Nick Love,"Crime, Drama, Sport",6.8,27549.0
Duble de Corpo,1984,114 min,Brian De Palma,"Crime, Drama, Mystery",6.8,26527.0
Agora e Sempre,1995,100 min,Lesli Linka Glatter,"Comedy, Drama, Romance",6.8,25842.0
Como Eliminar seu Chefe,1980,109 min,Colin Higgins,Comedy,6.8,25664.0
Freeway - Sem Saida,1996,102 min,Matthew Bright,"Comedy, Crime, Drama",6.8,25244.0
O Clube de Leitura de Jane Austen,2007,106 min,Robin Swicord,"Comedy, Drama, Romance",6.8,25236.0
Coisas para se Fazer em Denver Quando Voce Esta Morto,1995,115 min,Gary Fleder,"Crime, Drama, Thriller",6.8,25176.0
X-Men: O Confronto Final,2006,104 min,Brett Ratner,"Action, Sci-Fi",6.7,465414.0
Matrix Revolutions,2003,129 min,Lana Wachowski,"Action, Sci-Fi",6.7,427434.0
O Incrivel Hulk,2008,112 min,Louis Leterrier,"Action, Adventure, Sci-Fi",6.7,415081.0
Wolverine: Imortal,2013,126 min,James Mangold,"Action, Adventure, Sci-Fi",6.7,412777.0
Divergente,2014,139 min,Neil Burger,"Action, Adventure, Mystery",6.7,408851.0
Armageddon,1998,151 min,Michael Bay,"Action, Adventure, Sci-Fi",6.7,380594.0
Todo Poderoso,2003,101 min,Tom Shadyac,"Comedy, Drama, Fantasy",6.7,355477.0
O Preco do Amanha,2011,109 min,Andrew Niccol,"Action, Sci-Fi, Thriller",6.7,354145.0
O Procurado,2008,110 min,Timur Bekmambetov,"Action, Crime, Fantasy",6.7,348082.0
Sinais,2002,106 min,M. Night Shyamalan,"Drama, Mystery, Sci-Fi",6.7,324937.0
Venom,2018,112 min,Ruben Fleischer,"Action, Sci-Fi, Thriller",6.7,320185.0
Esqueceram de Mim 2: Perdido em Nova York,1992,120 min,Chris Columbus,"Adventure, Comedy, Crime",6.7,282067.0
A Proposta,I 2009,108 min,Anne Fletcher,"Comedy, Drama, Romance",6.7,280938.0
O Legado Bourne,2012,135 min,Tony Gilroy,"Action, Adventure, Thriller",6.7,274400.0
Anjos e Demonios,2009,138 min,Ron Howard,"Action, Mystery, Thriller",6.7,260306.0
Kingsman: O Circulo Dourado,2017,141 min,Matthew Vaughn,"Action, Adventure, Comedy",6.7,248366.0
Esquadrao Classe A,2010,117 min,Joe Carnahan,"Action, Adventure, Thriller",6.7,239482.0
Resident Evil: O Hospede Maldito,2002,100 min,Paul W.S. Anderson,"Action, Horror, Sci-Fi",6.7,237232.0
Com a Bola Toda,2004,92 min,Rawson Marshall Thurber,"Comedy, Sport",6.7,219341.0
Premonicao,2000,98 min,James Wong,"Horror, Thriller",6.7,218196.0
Rota de Fuga,2013,115 min,Mikael Håfström,"Action, Thriller",6.7,218134.0
A Praia,I 2000,119 min,Danny Boyle,"Adventure, Drama, Romance",6.7,213861.0
O Diario de Bridget Jones,2001,97 min,Sharon Maguire,"Comedy, Drama, Romance",6.7,213610.0
A Batalha de Riddick,2004,119 min,David Twohy,"Action, Adventure, Sci-Fi",6.7,207910.0
Romeu + Julieta,1996,120 min,Baz Luhrmann,"Drama, Romance",6.7,200909.0
Caca aos Gangsteres,2013,113 min,Ruben Fleischer,"Action, Crime, Drama",6.7,199797.0
Protegendo o Inimigo,2012,115 min,Daniel Espinosa,"Action, Thriller",6.7,197031.0
American Pie: O Reencontro,2012,113 min,Jon Hurwitz,Comedy,6.7,195858.0
Show de Vizinha,2004,109 min,Luke Greenfield,"Comedy, Drama, Romance",6.7,194180.0
Blade II: O Cacador de Vampiros,2002,117 min,Guillermo del Toro,"Action, Horror, Sci-Fi",6.7,191807.0
Velozes & Furiosos 8,2017,136 min,F. Gary Gray,"Action, Adventure, Thriller",6.7,190903.0
Dose Dupla,2013,109 min,Baltasar Kormákur,"Action, Comedy, Thriller",6.7,186781.0
Anjos da Noite: A Evolucao,2006,106 min,Len Wiseman,"Action, Fantasy, Sci-Fi",6.7,183677.0
Vidro,2019,129 min,M. Night Shyamalan,"Drama, Sci-Fi, Thriller",6.7,179941.0
Rei Arthur: A Lenda da Espada,2017,126 min,Guy Ritchie,"Action, Adventure, Drama",6.7,178066.0
Amor e Outras Drogas,2010,112 min,Edward Zwick,"Comedy, Drama, Romance",6.7,172172.0
Atomica,2017,115 min,David Leitch,"Action, Thriller",6.7,161816.0
A Mascara do Zorro,1998,136 min,Martin Campbell,"Action, Adventure, Comedy",6.7,160951.0
Pocahontas,I 1995,81 min,Mike Gabriel,"Animation, Adventure, Drama",6.7,159352.0
O Ultimo Portal,1999,133 min,Roman Polanski,"Mystery, Thriller",6.7,157213.0
It: Capitulo Dois,2019,169 min,Andy Muschietti,"Drama, Fantasy, Horror",6.7,152660.0
Os Sem-Floresta,2006,83 min,Tim Johnson,"Animation, Adventure, Comedy",6.7,152107.0
