Title,Year,Runtime,Director,Genres,Rate,Votes
O Demolidor,1993,115 min,Marco Brambilla,"Action, Sci-Fi, Thriller",6.7,150202.0
Maquina Mortifera 3,1992,118 min,Richard Donner,"Action, Crime, Thriller",6.7,150173.0
Um Olhar do Paraiso,2009,135 min,Peter Jackson,"Drama, Fantasy, Thriller",6.7,149624.0
O Enigma do Horizonte,1997,96 min,Paul W.S. Anderson,"Horror, Sci-Fi, Thriller",6.7,148616.0
O Lar das Criancas Peculiares,2016,127 min,Tim Burton,"Adventure, Drama, Fantasy",6.7,146955.0
O Colecionador de Ossos,1999,118 min,Phillip Noyce,"Crime, Drama, Mystery",6.7,146558.0
Mandando Bala,2007,86 min,Michael Davis,Action,6.7,141331.0
Mafia no Diva,1999,103 min,Harold Ramis,"Comedy, Crime",6.7,140834.0
Pandorum,2009,108 min,Christian Alvart,"Action, Horror, Mystery",6.7,139281.0
Comando para Matar,1985,90 min,Mark L. Lester,"Action, Adventure, Thriller",6.7,138679.0
O Sobrevivente,1987,101 min,Paul Michael Glaser,"Action, Sci-Fi, Thriller",6.7,134886.0
Ad Astra: Rumo as Estrelas,2019,123 min,James Gray,"Adventure, Drama, Mystery",6.7,133971.0
A Ultima Cartada,2006,109 min,Joe Carnahan,"Action, Crime, Drama",6.7,133584.0
O Exorcismo de Emily Rose,2005,119 min,Scott Derrickson,"Drama, Horror, Thriller",6.7,113863.0
O Protetor 2,2018,121 min,Antoine Fuqua,"Action, Crime, Thriller",6.7,112661.0
"Babe, o Porquinho Atrapalhado",1995,91 min,Chris Noonan,"Comedy, Drama, Family",6.7,111860.0
Se Eu Ficar,2014,107 min,R.J. Cutler,"Drama, Fantasy, Music",6.7,110882.0
A Louca! Louca Historia de Robin Hood,1993,104 min,Mel Brooks,"Adventure, Comedy, Musical",6.7,110616.0
Cidade dos Anjos,1998,114 min,Brad Silberling,"Drama, Fantasy, Romance",6.7,109365.0
Loucademia de Policia,1984,96 min,Hugh Wilson,Comedy,6.7,106909.0
Chamada de Emergencia,II 2013,94 min,Brad Anderson,"Crime, Drama, Horror",6.7,106662.0
Alguem tem que Ceder,2003,128 min,Nancy Meyers,"Comedy, Drama, Romance",6.7,106516.0
Meu Vizinho Mafioso,2000,98 min,Jonathan Lynn,"Comedy, Crime",6.7,105752.0
Procura-se um Amigo para o Fim do Mundo,2012,101 min,Lorene Scafaria,"Adventure, Comedy, Drama",6.7,103958.0
Um Porto Seguro,I 2013,115 min,Lasse Hallström,"Drama, Romance, Thriller",6.7,99689.0
A Outra,2008,115 min,Justin Chadwick,"Biography, Drama, History",6.7,99421.0
Hotel Transilvania 2,2015,89 min,Genndy Tartakovsky,"Animation, Comedy, Family",6.7,98186.0
Onde Vivem os Monstros,2009,101 min,Spike Jonze,"Adventure, Drama, Family",6.7,97885.0
Bem-Vindo a Selva,2003,104 min,Peter Berg,"Action, Adventure, Comedy",6.7,97815.0
Reino Escondido,2013,102 min,Chris Wedge,"Animation, Adventure, Family",6.7,97062.0
O Bom Pastor,2006,167 min,Robert De Niro,"Drama, History, Thriller",6.7,95820.0
E se Fosse Verdade,2005,95 min,Mark Waters,"Comedy, Drama, Fantasy",6.7,95230.0
"Eu, Meu Irmao e Nossa Namorada",I 2007,98 min,Peter Hedges,"Comedy, Drama, Romance",6.7,95184.0
O Bom Dinossauro,2015,93 min,Peter Sohn,"Animation, Adventure, Comedy",6.7,95114.0
Teoria da Conspiracao,1997,135 min,Richard Donner,"Action, Mystery, Thriller",6.7,89870.0
Vicio Inerente,2014,148 min,Paul Thomas Anderson,"Comedy, Crime, Drama",6.7,88090.0
Enquanto Voce Dormia,1995,103 min,Jon Turteltaub,"Comedy, Drama, Romance",6.7,86832.0
O Hospede,I 2014,100 min,Adam Wingard,"Action, Comedy, Crime",6.7,84606.0
007 Marcado para a Morte,1987,130 min,John Glen,"Action, Adventure, Thriller",6.7,83378.0
Doce Novembro,2001,119 min,Pat O'Connor,"Drama, Romance",6.7,82239.0
Hardcore: Missao Extrema,2015,96 min,Ilya Naishuller,"Action, Adventure, Sci-Fi",6.7,81431.0
O Novo Mundo,2005,135 min,Terrence Malick,"Biography, Drama, History",6.7,80085.0
Scoop: O Grande Furo,2006,96 min,Woody Allen,"Comedy, Crime, Mystery",6.7,77620.0
Infidelidade,2002,124 min,Adrian Lyne,"Drama, Romance, Thriller",6.7,75744.0
Mar de Fogo,2004,136 min,Joe Johnston,"Action, Adventure, Biography",6.7,75100.0
The Inbetweeners: O Filme,2011,97 min,Ben Palmer,Comedy,6.7,75055.0
Os Pinguins de Madagascar,2014,92 min,Eric Darnell,"Animation, Adventure, Comedy",6.7,74887.0
007 - A Servico Secreto de Sua Majestade,1969,142 min,Peter R. Hunt,"Action, Adventure, Thriller",6.7,74582.0
A Familia Addams 2,1993,94 min,Barry Sonnenfeld,"Comedy, Fantasy",6.7,74151.0
Hot Rod - Loucos Sobre Rodas,2007,88 min,Akiva Schaffer,"Comedy, Sport",6.7,72438.0
Super,I 2010,96 min,James Gunn,"Action, Comedy, Drama",6.7,72199.0
Jornada nas Estrelas III: A Procura de Spock,1984,105 min,Leonard Nimoy,"Action, Adventure, Sci-Fi",6.7,70922.0
Killer Joe - Matador de Aluguel,2011,102 min,William Friedkin,"Crime, Drama, Thriller",6.7,69438.0
Jackie,V 2016,100 min,Pablo Larraín,"Biography, Drama, History",6.7,68770.0
Mamma Mia! La Vamos Nos de Novo,2018,114 min,Ol Parker,"Comedy, Musical, Romance",6.7,68116.0
Cortina de Fogo,1991,137 min,Ron Howard,"Crime, Drama, Mystery",6.7,68072.0
Ghost Town: Um Espirito Atras de Mim,I 2008,102 min,David Koepp,"Comedy, Drama, Fantasy",6.7,67122.0
"Christine, o Carro Assassino",1983,110 min,John Carpenter,"Horror, Thriller",6.7,66613.0
Carros 3,2017,102 min,Brian Fee,"Animation, Adventure, Comedy",6.7,65703.0
Ta Dando Onda,2007,85 min,Ash Brannon,"Animation, Comedy, Family",6.7,65364.0
O Melhor de Mim,2014,118 min,Michael Hoffman,"Drama, Romance",6.7,62114.0
De Caso com o Acaso,1998,99 min,Peter Howitt,"Comedy, Drama, Fantasy",6.7,60557.0
Atraidos Pelo Crime,2009,132 min,Antoine Fuqua,"Crime, Drama, Thriller",6.7,59120.0
Penelope,2006,104 min,Mark Palansky,"Comedy, Fantasy, Romance",6.7,58368.0
Gol!: O Sonho Impossivel,2005,118 min,Danny Cannon,"Drama, Romance, Sport",6.7,58212.0
Horas Decisivas,2016,117 min,Craig Gillespie,"Action, Drama, History",6.7,58093.0
James e o Pessego Gigante,1996,79 min,Henry Selick,"Animation, Adventure, Family",6.7,57482.0
K-19: The Widowmaker,2002,138 min,Kathryn Bigelow,"Drama, History, Thriller",6.7,57034.0
Loucamente Apaixonados,2011,86 min,Drake Doremus,"Drama, Romance",6.7,56939.0
Valente,2007,122 min,Neil Jordan,"Action, Crime, Drama",6.7,56681.0
Appaloosa - Uma Cidade Sem Lei,2008,115 min,Ed Harris,"Action, Crime, Drama",6.7,56666.0
O Cliente,1994,119 min,Joel Schumacher,"Crime, Drama, Mystery",6.7,56462.0
Pra La de Bagda,1998,82 min,Tamra Davis,"Comedy, Crime",6.7,55814.0
A Conquista de Constantinopla,2012,162 min,Faruk Aksoy,"Action, Drama, History",6.7,55337.0
Cocoon,1985,117 min,Ron Howard,"Comedy, Drama, Sci-Fi",6.7,54095.0
Um Robo em Curto Circuito,1986,98 min,John Badham,"Comedy, Family, Sci-Fi",6.7,54032.0
Ouro,I 2016,120 min,Stephen Gaghan,"Crime, Drama",6.7,52892.0
Lendas da Vida,2000,126 min,Robert Redford,"Drama, Fantasy, Sport",6.7,51663.0
"Meu Amigo, O Dragao",2016,102 min,David Lowery,"Action, Adventure, Comedy",6.7,51154.0
O Solista,2009,117 min,Joe Wright,"Biography, Drama, Music",6.7,49763.0
"Popstar: Sem Parar, Sem Limites",2016,87 min,Akiva Schaffer,"Comedy, Music",6.7,49726.0
Jab Tak Hai Jaan,2012,176 min,Yash Chopra,"Drama, Romance",6.7,49254.0
Kalifornia: Uma Viagem ao Inferno,1993,117 min,Dominic Sena,"Crime, Drama, Thriller",6.7,48950.0
Expresso Transiberiano,2008,111 min,Brad Anderson,"Crime, Drama, Mystery",6.7,48778.0
O Sonho de Cassandra,2007,108 min,Woody Allen,"Crime, Drama, Romance",6.7,48711.0
Malevola: Dona do Mal,2019,119 min,Joachim Rønning,"Adventure, Family, Fantasy",6.7,48480.0
Regras da Atracao,2002,110 min,Roger Avary,"Comedy, Drama, Romance",6.7,48268.0
Alfa,2018,96 min,Albert Hughes,"Adventure, Drama, Family",6.7,47916.0
Poder Absoluto,1997,121 min,Clint Eastwood,"Action, Crime, Drama",6.7,47805.0
Chuva Negra,1989,125 min,Ridley Scott,"Action, Crime, Thriller",6.7,46966.0
"Sexo, Rock e Confusao",1995,90 min,Allan Moyle,"Comedy, Drama, Music",6.7,46846.0
Don Juan DeMarco,1994,97 min,Jeremy Leven,"Comedy, Drama, Romance",6.7,46474.0
"Sinbad, a Lenda dos Sete Mares",2003,86 min,Patrick Gilmore,"Animation, Adventure, Family",6.7,46358.0
A Guerra dos Sexos,2017,121 min,Jonathan Dayton,"Biography, Comedy, Drama",6.7,46045.0
O Casamento de Rachel,2008,113 min,Jonathan Demme,"Drama, Romance",6.7,45924.0
THX 1138,1971,86 min,George Lucas,"Drama, Sci-Fi, Thriller",6.7,45828.0
"Amigos, Sempre Amigos",1991,113 min,Ron Underwood,Comedy,6.7,45612.0
Sob o Sol da Toscana,2003,113 min,Audrey Wells,"Comedy, Drama, Romance",6.7,44536.0
O Touro Ferdinando,2017,108 min,Carlos Saldanha,"Animation, Adventure, Comedy",6.7,43615.0
Galera do Mal,2004,92 min,Brian Dannelly,"Comedy, Drama",6.7,43610.0
Wyatt Earp,1994,191 min,Lawrence Kasdan,"Adventure, Biography, Crime",6.7,43138.0
Piratas Pirados!,2012,88 min,Peter Lord,"Animation, Adventure, Comedy",6.7,43019.0
O Matador,2005,96 min,Richard Shepard,"Comedy, Crime, Thriller",6.7,43019.0
Nada a Perder,1997,98 min,Steve Oedekerk,"Action, Adventure, Comedy",6.7,42256.0
A Prova,2005,100 min,John Madden,"Drama, Mystery",6.7,41784.0
Oliver e sua Turma,1988,74 min,George Scribner,"Animation, Adventure, Comedy",6.7,40979.0
Swimming Pool - A Beira da Piscina,2003,102 min,François Ozon,"Crime, Drama, Mystery",6.7,40307.0
Na Selva,I 2017,115 min,Greg McLean,"Adventure, Biography, Drama",6.7,39750.0
Bons Meninos,II 2019,90 min,Gene Stupnitsky,"Adventure, Comedy",6.7,39342.0
Notorious B.I.G.: Nenhum Sonho e Grande Demais,2009,122 min,George Tillman Jr.,"Biography, Crime, Drama",6.7,39239.0
O Grito,2002,92 min,Takashi Shimizu,Horror,6.7,38744.0
"Boa Noite, Mamae",2014,99 min,Severin Fiala,"Horror, Mystery, Thriller",6.7,38566.0
Coco Antes de Chanel,2009,105 min,Anne Fontaine,"Biography, Drama",6.7,37442.0
As Grandes Ferias,1988,91 min,Howard Deutch,Comedy,6.7,36962.0
Arrebentando em Nova York,1995,104 min,Stanley Tong,"Action, Comedy, Crime",6.7,36924.0
O Escorpiao de Jade,2001,103 min,Woody Allen,"Comedy, Crime, Mystery",6.7,36494.0
Om Shanti Om,2007,162 min,Farah Khan,"Action, Comedy, Drama",6.7,36378.0
Wasabi,2001,94 min,Gérard Krawczyk,"Action, Drama, Comedy",6.7,35679.0
Licoes em Familia,2014,106 min,Zach Braff,"Comedy, Drama",6.7,35466.0
Trapaceiros,2000,94 min,Woody Allen,"Comedy, Crime",6.7,35445.0
Entes Queridos,2009,84 min,Sean Byrne,"Horror, Thriller",6.7,35380.0
O Cacador,IV 2011,102 min,Daniel Nettheim,"Adventure, Drama, Thriller",6.7,35361.0
Historias De Amor,2012,97 min,Josh Radnor,"Comedy, Drama, Romance",6.7,34743.0
O Verao de Sam,1999,142 min,Spike Lee,"Crime, Drama, Romance",6.7,34682.0
Anna e o Rei,1999,148 min,Andy Tennant,"Drama, History, Romance",6.7,34681.0
O Velho e a Arma,2018,93 min,David Lowery,"Biography, Comedy, Crime",6.7,34510.0
Principe das Sombras,1987,102 min,John Carpenter,Horror,6.7,34232.0
O Aprendiz,1998,111 min,Bryan Singer,"Crime, Drama, Thriller",6.7,34214.0
A Salvacao,2014,92 min,Kristian Levring,"Drama, Western",6.7,34187.0
Todos Dizem Eu Te Amo,1996,101 min,Woody Allen,"Comedy, Musical, Romance",6.7,34157.0
Confidence - O Golpe Perfeito,2003,97 min,James Foley,"Crime, Thriller",6.7,32673.0
Aqui e o Meu Lugar,2011,118 min,Paolo Sorrentino,"Comedy, Drama",6.7,31219.0
22 Balas,2010,117 min,Richard Berry,"Action, Crime, Drama",6.7,31169.0
A Teoria do Caos,2008,87 min,Marcos Siega,"Comedy, Drama, Romance",6.7,30739.0
A Sangue Frio,2000,119 min,Christopher McQuarrie,"Action, Crime, Drama",6.7,30728.0
Os Olhos de Julia,2010,118 min,Guillem Morales,"Horror, Mystery, Thriller",6.7,30467.0
Vida Sem Destino,1997,89 min,Harmony Korine,"Comedy, Drama",6.7,30264.0
A Onda,2015,105 min,Roar Uthaug,"Drama, Thriller",6.7,30210.0
Jovem e Bela,2013,95 min,François Ozon,"Drama, Romance",6.7,30111.0
Caminhando nas Nuvens,1995,102 min,Alfonso Arau,"Drama, Romance",6.7,30098.0
Lutador de Rua,2009,93 min,Ben Ramsey,"Action, Crime, Drama",6.7,30074.0
A Voz de uma Geracao,2013,93 min,Lake Bell,Comedy,6.7,29852.0
O Milagre Veio do Espaco,1987,106 min,Matthew Robbins,"Comedy, Family, Fantasy",6.7,29701.0
New Jack City: A Gangue Brutal,1991,97 min,Mario Van Peebles,"Action, Crime, Drama",6.7,29689.0
Histeria,2011,100 min,Tanya Wexler,"Comedy, Romance",6.7,29620.0
Heavy Metal - Universo em Fantasia,1981,86 min,Gerald Potterton,"Animation, Adventure, Fantasy",6.7,29496.0
Upstream Color,2013,96 min,Shane Carruth,"Drama, Sci-Fi",6.7,29457.0
Encurralados,2007,95 min,Mike Barker,"Crime, Drama, Mystery",6.7,29439.0
"Homens, Mulheres e Filhos",2014,119 min,Jason Reitman,"Comedy, Drama",6.7,28935.0
O Homem que Sabia de Menos,1997,94 min,Jon Amiel,"Comedy, Crime, Drama",6.7,28795.0
Puro-Sangue,2017,92 min,Cory Finley,"Crime, Drama, Thriller",6.7,28752.0
Agua Negra,2002,101 min,Hideo Nakata,"Drama, Horror, Mystery",6.7,28605.0
Loucuras em Los Angeles,1991,95 min,Mick Jackson,"Comedy, Drama, Fantasy",6.7,28353.0
A Procura da Vinganca,2006,115 min,David Von Ancken,"Action, Drama, Thriller",6.7,28286.0
Paranoid Park,2007,85 min,Gus Van Sant,"Crime, Drama, Mystery",6.7,28153.0
Uma Segunda Chance,1991,108 min,Mike Nichols,"Drama, Romance",6.7,28104.0
Aconteceu em Woodstock,2009,120 min,Ang Lee,"Biography, Comedy, Drama",6.7,27665.0
Fido - O Mascote,2006,93 min,Andrew Currie,"Comedy, Drama, Horror",6.7,27494.0
The Eye: A Heranca,2002,99 min,Danny Pang,"Horror, Mystery",6.7,27306.0
Frankie & Johnny,1991,118 min,Garry Marshall,"Comedy, Drama, Romance",6.7,27282.0
Verao de 84,2018,105 min,François Simard,"Drama, Horror, Mystery",6.7,27279.0
Minha Mae e uma Sereia,1990,110 min,Richard Benjamin,"Comedy, Drama, Romance",6.7,27114.0
Vida de Solteiro,1992,99 min,Cameron Crowe,"Comedy, Drama, Romance",6.7,26397.0
Fuga Para a Vitoria,1981,116 min,John Huston,"Drama, Sport, War",6.7,25904.0
Mamae e de Morte,1994,95 min,John Waters,"Comedy, Crime, Thriller",6.7,25547.0
Corrida Silenciosa,1972,89 min,Douglas Trumbull,"Drama, Sci-Fi",6.7,25340.0
Cronos,1993,94 min,Guillermo del Toro,Horror,6.7,25315.0
A Irma da Sua Irma,2011,90 min,Lynn Shelton,"Comedy, Drama",6.7,25146.0
Piratas do Caribe: Navegando em Aguas Misteriosas,2011,136 min,Rob Marshall,"Action, Adventure, Fantasy",6.6,459992.0
X-Men Origens: Wolverine,2009,107 min,Gavin Hood,"Action, Adventure, Sci-Fi",6.6,449421.0
Elysium,I 2013,109 min,Neill Blomkamp,"Action, Drama, Sci-Fi",6.6,405184.0
A Fantastica Fabrica de Chocolate,2005,115 min,Tim Burton,"Adventure, Comedy, Family",6.6,402600.0
O Espetacular Homem-Aranha 2: A Ameaca de Electro,2014,142 min,Marc Webb,"Action, Adventure, Sci-Fi",6.6,399951.0
Jogos Vorazes: A Esperanca - Parte 1,2014,123 min,Francis Lawrence,"Action, Adventure, Sci-Fi",6.6,391610.0
007 - Quantum of Solace,2008,106 min,Marc Forster,"Action, Adventure, Thriller",6.6,386890.0
O Codigo Da Vinci,2006,149 min,Ron Howard,"Action, Mystery, Thriller",6.6,382453.0
E o Fim,2013,107 min,Evan Goldberg,Comedy,6.6,369764.0
O Mundo Perdido: Jurassic Park,1997,129 min,Steven Spielberg,"Action, Adventure, Sci-Fi",6.6,357948.0
"Hitch, Conselheiro Amoroso",I 2005,118 min,Andy Tennant,"Comedy, Romance",6.6,284722.0
Os Mercenarios 2,2012,103 min,Simon West,"Action, Adventure, Thriller",6.6,283189.0
Principe da Persia: As Areias do Tempo,2010,116 min,Mike Newell,"Action, Fantasy",6.6,261591.0
Kong: A Ilha da Caveira,2017,118 min,Jordan Vogt-Roberts,"Action, Adventure, Fantasy",6.6,251842.0
Velozes & Furiosos 4,2009,107 min,Justin Lin,"Action, Adventure, Thriller",6.6,249894.0
John Carter: Entre Dois Mundos,2012,132 min,Andrew Stanton,"Action, Adventure, Sci-Fi",6.6,246945.0
Caixa de Passaros,2018,124 min,Susanne Bier,"Drama, Horror, Sci-Fi",6.6,245065.0
Robin Hood,2010,140 min,Ridley Scott,"Action, Drama, History",6.6,244803.0
Piratas do Caribe: A Vinganca de Salazar,2017,129 min,Joachim Rønning,"Action, Adventure, Fantasy",6.6,241840.0
Os Outros Caras,2010,107 min,Adam McKay,"Action, Comedy, Crime",6.6,228606.0
Jogos Mortais 2,2005,93 min,Darren Lynn Bousman,"Horror, Mystery",6.6,223293.0
Os Bad Boys II,2003,147 min,Michael Bay,"Action, Comedy, Crime",6.6,216246.0
Ender's Game: O Jogo do Exterminador,2013,114 min,Gavin Hood,"Action, Adventure, Fantasy",6.6,215766.0
"Eu, Eu Mesmo e Irene",2000,116 min,Bobby Farrelly,Comedy,6.6,214272.0
Austin Powers: O Agente 'Bond' Cama,1999,95 min,Jay Roach,"Action, Adventure, Comedy",6.6,208873.0
Contagio,2011,106 min,Steven Soderbergh,"Action, Drama, Sci-Fi",6.6,206455.0
Golpe Duplo,II 2015,105 min,Glenn Ficarra,"Comedy, Crime, Drama",6.6,200180.0
Jason Bourne,I 2016,123 min,Paul Greengrass,"Action, Thriller",6.6,197057.0
Animais Fantasticos: Os Crimes de Grindelwald,2018,134 min,David Yates,"Adventure, Family, Fantasy",6.6,192831.0
Madagascar 2: A Grande Escapada,2008,89 min,Eric Darnell,"Animation, Adventure, Comedy",6.6,192462.0
Vida,I 2017,104 min,Daniel Espinosa,"Horror, Sci-Fi, Thriller",6.6,191880.0
A Hora do Rush 2,2001,90 min,Brett Ratner,"Action, Comedy, Crime",6.6,191014.0
Eurotrip: Passaporte para a Confusao,2004,92 min,Jeff Schaffer,Comedy,6.6,186616.0
Machete,2010,105 min,Ethan Maniquis,"Action, Crime, Thriller",6.6,185521.0
Mens@gem para Voce,1998,119 min,Nora Ephron,"Comedy, Drama, Romance",6.6,183155.0
Projeto X: Uma Festa Fora de Controle,2012,88 min,Nima Nourizadeh,Comedy,6.6,182018.0
A Era do Gelo 4,2012,88 min,Steve Martino,"Animation, Adventure, Comedy",6.6,181889.0
A Janela Secreta,2004,96 min,David Koepp,"Drama, Mystery, Thriller",6.6,174296.0
Os Caca-Fantasmas 2,1989,108 min,Ivan Reitman,"Action, Comedy, Fantasy",6.6,174072.0
Mae!,2017,121 min,Darren Aronofsky,"Drama, Horror, Mystery",6.6,172459.0
Controle Absoluto,2008,118 min,D.J. Caruso,"Action, Mystery, Thriller",6.6,170280.0
O Expresso Polar,2004,100 min,Robert Zemeckis,"Animation, Adventure, Comedy",6.6,163503.0
"Ricky Bobby, a Toda Velocidade",2006,108 min,Adam McKay,"Comedy, Sport",6.6,159253.0
30 Dias de Noite,2007,113 min,David Slade,"Action, Horror, Thriller",6.6,158857.0
As Bem-Armadas,I 2013,117 min,Paul Feig,"Action, Comedy, Crime",6.6,156749.0
RED 2: Aposentados e Ainda Mais Perigosos,2013,116 min,Dean Parisot,"Action, Comedy, Crime",6.6,152968.0
Operacao Red Sparrow,2018,140 min,Francis Lawrence,"Action, Drama, Thriller",6.6,149542.0
Maquina Mortifera 4,1998,127 min,Richard Donner,"Action, Crime, Thriller",6.6,147219.0
Sobrenatural: Capitulo 2,2013,106 min,James Wan,"Horror, Mystery, Thriller",6.6,146755.0
Anjos da Noite: A Rebeliao,2009,92 min,Patrick Tatopoulos,"Action, Fantasy, Sci-Fi",6.6,145485.0
Assassino a Preco Fixo,2011,93 min,Simon West,"Action, Thriller",6.6,144882.0
Ponto de Vista,2008,90 min,Pete Travis,"Action, Crime, Drama",6.6,141208.0
A Beira do Abismo,2012,102 min,Asger Leth,"Action, Adventure, Crime",6.6,139806.0
Gato de Botas,2011,90 min,Chris Miller,"Animation, Adventure, Comedy",6.6,137544.0
Idiocracia,2006,84 min,Mike Judge,"Adventure, Comedy, Sci-Fi",6.6,136526.0
Madrugada Muito Louca 2,2008,104 min,Jon Hurwitz,"Adventure, Comedy",6.6,127158.0
O Novato,2003,115 min,Roger Donaldson,"Action, Thriller",6.6,126015.0
Ultima Viagem a Vegas,2013,105 min,Jon Turteltaub,"Comedy, Drama",6.6,123850.0
16 Quadras,2006,102 min,Richard Donner,"Action, Crime, Drama",6.6,123511.0
Australia,2008,165 min,Baz Luhrmann,"Adventure, Comedy, Drama",6.6,115899.0
Hairspray: Em Busca da Fama,2007,117 min,Adam Shankman,"Comedy, Drama, Musical",6.6,115387.0
O Preco de um Resgate,1996,121 min,Ron Howard,"Action, Crime, Thriller",6.6,113797.0
Revelacao,2000,130 min,Robert Zemeckis,"Drama, Fantasy, Horror",6.6,113155.0
O 13º Guerreiro,1999,102 min,John McTiernan,"Action, Adventure, History",6.6,112646.0
Pokemon: Detetive Pikachu,2019,104 min,Rob Letterman,"Action, Adventure, Comedy",6.6,112216.0
Anticristo,2009,108 min,Lars von Trier,"Drama, Horror",6.6,110377.0
Lagrimas do Sol,2003,121 min,Antoine Fuqua,"Action, Drama, Thriller",6.6,109118.0
Por Agua Abaixo,2006,85 min,David Bowers,"Animation, Adventure, Comedy",6.6,106593.0
Halloween,I 2018,106 min,David Gordon Green,"Horror, Thriller",6.6,105211.0
Refem,2005,113 min,Florent-Emilio Siri,"Action, Crime, Drama",6.6,103942.0
Epidemia,1995,127 min,Wolfgang Petersen,"Action, Drama, Thriller",6.6,103149.0
Driblando o Destino,2002,112 min,Gurinder Chadha,"Comedy, Drama, Romance",6.6,100999.0
Pegando Fogo,I 2015,101 min,John Wells,"Comedy, Drama",6.6,99893.0
Sob o Dominio do Mal,2004,129 min,Jonathan Demme,"Drama, Mystery, Sci-Fi",6.6,99258.0
O Reino Proibido,2008,104 min,Rob Minkoff,"Action, Adventure, Fantasy",6.6,98497.0
A Morte lhe Cai Bem,1992,104 min,Robert Zemeckis,"Comedy, Fantasy, Horror",6.6,97146.0
Noite Sem Fim,2015,114 min,Jaume Collet-Serra,"Action, Crime, Drama",6.6,96823.0
Ataque ao Predio,2011,88 min,Joe Cornish,"Action, Comedy, Sci-Fi",6.6,96048.0
A Casa Monstro,2006,91 min,Gil Kenan,"Animation, Adventure, Comedy",6.6,93616.0
Quebrando Regras,2008,113 min,Jeff Wadlow,"Action, Drama, Sport",6.6,92561.0
007 - Os Diamantes Sao Eternos,1971,120 min,Guy Hamilton,"Action, Adventure, Thriller",6.6,89511.0
007 Contra Octopussy,1983,131 min,John Glen,"Action, Adventure, Thriller",6.6,89477.0
Cemiterio Maldito,1989,103 min,Mary Lambert,"Horror, Thriller",6.6,89106.0
007 - Permissao para Matar,1989,133 min,John Glen,"Action, Adventure, Thriller",6.6,88824.0
O Golpista do Ano,2009,98 min,Glenn Ficarra,"Biography, Comedy, Crime",6.6,88792.0
Hush: A Morte Ouve,I 2016,82 min,Mike Flanagan,"Horror, Thriller",6.6,88168.0
Cada Um na Sua Casa,II 2015,94 min,Tim Johnson,"Animation, Adventure, Comedy",6.6,88029.0
Crocodilo Dundee,1986,97 min,Peter Faiman,"Action, Adventure, Comedy",6.6,87779.0
Anna Karenina,I 2012,129 min,Joe Wright,"Drama, Romance",6.6,87119.0
O Fim da Escuridao,2010,117 min,Martin Campbell,"Crime, Drama, Mystery",6.6,86565.0
Nick & Norah: Uma Noite de Amor e Musica,2008,90 min,Peter Sollett,"Comedy, Drama, Music",6.6,86153.0
